source,season,tournament,date,round,group,home_team,away_team,home_code,away_code,home_goals,away_goals,home_goals_ht,away_goals_ht,venue,city,status,home_xg,away_xg
openfootball,2026,USA/Canada/Mexico 2026,2026-06-20 00:00:00+00:00,Matchday 10,Group E,Germany,Ivory Coast,,,,,,,Toronto,,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-20 00:00:00+00:00,Matchday 10,Group F,Netherlands,Sweden,,,,,,,Houston,,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-20 00:00:00+00:00,Matchday 10,Group F,Tunisia,Japan,,,,,,,Monterrey (Guadalupe),,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-21 00:00:00+00:00,Matchday 11,Group H,Uruguay,Cape Verde,,,,,,,Miami (Miami Gardens),,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-21 00:00:00+00:00,Matchday 11,Group G,Belgium,Iran,,,,,,,Los Angeles (Inglewood),,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-21 00:00:00+00:00,Matchday 11,Group G,New Zealand,Egypt,,,,,,,Vancouver,,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-21 00:00:00+00:00,Matchday 11,Group H,Spain,Saudi Arabia,,,,,,,Atlanta,,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-22 00:00:00+00:00,Matchday 12,Group J,Argentina,Austria,,,,,,,Dallas (Arlington),,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-22 00:00:00+00:00,Matchday 12,Group I,France,Iraq,,,,,,,Philadelphia,,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-22 00:00:00+00:00,Matchday 12,Group J,Jordan,Algeria,,,,,,,San Francisco Bay Area (Santa Clara),,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-22 00:00:00+00:00,Matchday 12,Group I,Norway,Senegal,,,,,,,New York/New Jersey (East Rutherford),,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-23 00:00:00+00:00,Matchday 13,Group K,Portugal,Uzbekistan,,,,,,,Houston,,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-23 00:00:00+00:00,Matchday 13,Group L,Panama,Croatia,,,,,,,Toronto,,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-23 00:00:00+00:00,Matchday 13,Group L,England,Ghana,,,,,,,Boston (Foxborough),,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-23 00:00:00+00:00,Matchday 13,Group K,Colombia,DR Congo,,,,,,,Guadalajara (Zapopan),,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-24 00:00:00+00:00,Matchday 14,Group A,South Africa,South Korea,,,,,,,Monterrey (Guadalupe),,scheduled,,
openfootball,2026,USA/Canada/Mexico 2026,2026-06-24 00:00:00+00:00,Matchday 14,Group C,Scotland,Brazil,,,,,,,Miami (Miami Gardens),,scheduled,,
